listing_key,name,category,subcategory,community,region,lat,lon,tier,website,address,price_band,ownership,notability,rider_delight,indigenous_role,osm_id,origin,google_place_id,google_place_id_match_km,wow_evidence,description
2b0526e171,Lightning Lake Campground,Camping,Public Campground,Manning Park,"Vancouver, Coast and Mountains",49.0621183,-120.8445991,info,https://www.env.gov.bc.ca/bcparks/explore/parkpgs/ecmanning/,,,Provincial park,2,,,a13541067,osm,,,e-bike charging... paved Highway 3 access,"Drive-in campground on Lightning Lake within E.C. Manning Park in the Cascade Mountains, offering full amenities including showers, e-bike charging, and potable water; paved Highway 3 access makes it easy to reach but expect a busy, popular park atmosphere in summer."
2b07e2ac74,Kingpin Lounge,Food & Drink,Restaurant,Hope,"Vancouver, Coast and Mountains",49.3815417,-121.4348856,info,https://kingpinlounge.com/,"584 Wallace Street, Hope, V0X 1L0",Casual,Buy BC (independent),1,,,n4508546522,osm,,,"bar and patio in Hope, BC, serving hearty pub fare","The Kingpin Lounge is a bar and patio in Hope, BC, serving hearty pub fare including chicken wings, burgers, poutine, and a wide range of appetizers. Hope sits at the confluence of several major cycling routes including Highway 1 and the Crowsnest corridor, making it a natural stop for touring cyclists. The lounge-style setting with a patio offers a casual spot to refuel after a long day in the saddle."
2b08461441,Starbucks,Food & Drink,Fast Food / Chain,Chilliwack,"Vancouver, Coast and Mountains",49.1400254,-121.963922,info,https://www.starbucks.ca/,,Cheap eats,Global chain,,,,n4585562897,chain,,,,
2b097cdced,Pomeroy Inn and Suites,Accommodation,Hotel / Motel,Fort St. John,Northern British Columbia,56.2348276,-120.8348428,info,https://www.pomeroyinnandsuites.com/hotels-fort-st-john/,"9320 Alaska Road North, Fort St. John, V1J 6L5",Mid-range,Buy BC (independent),0,,,w159939480,osm,ChIJCegy_aQ2klMRzj_6rsQXCeU,0.0,full-service hotel in Fort St. John,"Pomeroy Inn and Suites is a full-service hotel in Fort St. John offering air-conditioned rooms and internet access. Located on Alaska Road North, it welcomes guests with bicycles. Specific bike storage arrangements and other cyclist-specific amenities should be confirmed directly with the hotel."
2b0c49e02b,NoodleBox,Food & Drink,Fast Food / Chain,Langley,"Vancouver, Coast and Mountains",49.1128069,-122.6724406,welcoming,https://www.noodlebox.ca,"19898 Langley Bypass, Unit 6-100, Langley, BC V3A 4Y1",Cheap eats,Buy BC (chain),0,,,n4429212891,osm,,,Canadian fast-food franchise chain...dozens of locations across BC and beyond,"NoodleBox is a Canadian fast-food franchise chain serving customizable Asian-inspired noodle and rice bowls wok-fired to order, with a menu spanning teriyaki, pad thai, kung pao, curry, and more. The Langley Bypass location is part of a nationally operating franchise with dozens of locations across BC and beyond. Dishes can be modified to accommodate vegan and gluten-friendly dietary needs, making it broadly accessible for cyclists with varied requirements."
2b0f3c2b29,Co-op Tappen Food Store,Groceries,Convenience Store,Tappen,Thompson Okanagan,50.7863888,-119.3296579,info,https://www.tappenco-op.crs/,"4828 Trans-Canada Highway, Tappen, V0E 2X0",,Buy Canadian,1,,,w545923805,osm,,,locally-owned co-operative serving Tappen… part of the Federated Co-operatives network,"Co-op Tappen Food Store is a locally-owned, member-governed co-operative grocery on the Trans-Canada Highway in the small community of Tappen, BC, part of the Federated Co-operatives network. Non-members are explicitly welcome to shop alongside member-owners. Its Trans-Canada location makes it a natural resupply point for cyclists travelling through the Shuswap corridor."
2b1634f853,Boketto Dessert Cafe,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2060583,-123.0315715,welcoming,https://bokettoteabar.com/,"3471 Sawmill Crescent, Vancouver, BC V5S 0E3",Cheap eats,Buy BC (independent),0,,,n13295987368,osm,ChIJwxB0bAt1hlQR96-d2XTCF4A,8.5,bubble tea and dessert café in Vancouver's River District neighbourhood,"Boketto Dessert Cafe (also trading as Boketto Tea Bar) is a bubble tea and dessert café in Vancouver's River District neighbourhood, specializing in matcha drinks, soft serve, and freshly baked cookies. The café offers both in-store service and online ordering with pickup or delivery via Uber Eats and DoorDash. It serves as a community-oriented spot in the newer Sawmill Crescent mixed-use development area."
2b1db6940a,Nahwitti River Campsite,Camping,Public Campground,Bull Harbour,Vancouver Island,50.8588699,-128.0043424,info,https://bcparks.ca/cape-scott-park/,"Cape Scott Provincial Park, Mount Waddington, BC, Canada",,Provincial park,2,,,n3723149303,osm,ChIJMT-IDmw5ZFQRgQ1FyxSsGbE,0.0,Cape Scott Provincial Park ... northwestern tip of Vancouver Island,"Remote campsite beside the Nahwitti River in northern Vancouver Island's old-growth backcountry, reached by rough logging roads with no confirmed services or drinking water."
2b1de1eac3,Vernon Taxi,Transport,Taxi / Ridehail,Vernon,,,,info,https://www.vernontaxi.com/,,,Buy BC (independent),0,,,,transport,,,,"Vernon Taxi is a 24/7 on-demand taxi service based in Vernon, BC, covering the North Okanagan and long-distance destinations from Armstrong to Revelstoke and Kelowna Airport. No bike policy is stated, but the fleet includes vans."
2b2055b9fa,British Columbia Aviation Museum,Attractions,Museum / Gallery,North Saanich,Vancouver Island,48.6402949,-123.4199221,info,https://www.bcam.net/,"1910 Norseman Road, North Saanich, B.C. V8L 5V5",Moderate,Nonprofit / community,3,3,,w1284924141,osm,ChIJzeIH-Yhoj1QRfMEuZezx9Rk,0.1,Permanent home of the Hawaii Martin Mars — the world's largest flying boat — plus 40 aircraft; walking under the Mars is the story at dinner. Cluster parent for the hangar nodes.,"The BC Aviation Museum is the permanent home of the Hawaii Martin Mars, one of the world's largest flying boats, and houses a wide collection of historic BC aviation artifacts, archives, and memorials. Located on Norseman Road at the Victoria International Airport in North Saanich, it draws aviation enthusiasts from across the region. Touring cyclists will find it a striking destination on the Saanich Peninsula, with Flight Deck Tours offered weekly."
2b224b457c,Taste Of Super Kings,Food & Drink,Restaurant,Surrey,"Vancouver, Coast and Mountains",49.0532379,-122.8007743,info,https://tastesuperkings.com/,"2828 152 St, Surrey, BC V4P 1G6",Casual,Buy BC (independent),1,,,n9294749968,osm,,,"Founded by Indian-born owners who relocated to British Columbia, the restaurant leans into regional authenticity","Taste of Super Kings is a South Surrey restaurant bringing together both North and South Indian cuisines under one roof, with a menu spanning crispy dosas and uttapams, fragrant biryanis, sizzling tandoori dishes, and rich curries. Founded by Indian-born owners who relocated to British Columbia, the restaurant leans into regional authenticity and offers dine-in, takeaway, and delivery. The spacious dining room is suited for large groups and the business also provides catering services."
2b23221b5f,Tla-o-qui-aht Tribal Parks,Attractions,Park / Nature,Beaver Creek,Vancouver Island,49.32539247,-124.8389386,info,https://tribalparks.com/,,Free,Public,3,3,Indigenous owned; Indigenous operated; Indigenous culture & heritage,,manual,,,"Indigenous-governed protected lands over 75,000 ha of Clayoquot Sound rainforest, established 1984 — provincially significant, day-shaping experiences within (Big Tree Trail band).","The Tla-o-qui-aht Tribal Parks are an Indigenous-governed network of protected lands and waters on the west coast of Vancouver Island, encompassing the largest intact coastal temperate rainforest on the island around Tofino and Clayoquot Sound. Established in 1984 by the Tla-o-qui-aht First Nation, the parks protect over 75,000 hectares of critical habitat and operate under traditional Tla-o-qui-aht law and the concept of ʔiisaak (deep respect). Touring cyclists passing through the Tofino area ride through this territory and are invited to take the ʔiisaak Pledge and engage with the Tribal Parks Allies network of local businesses committed to land stewardship."
2b258e8b21,Ucluelet Ocean Mist Guesthouse,Accommodation,B&B / Inn,Ucluelet,Vancouver Island,48.9262702,-125.5329964,info,https://www.oceanmistgh.com/,"966 Peninsula Road, Ucluelet, BC V0R 3A0",Upscale,Buy BC (independent),1,,,n5694028522,osm,ChIJH9TV7bRziVQRxOFt7XG61r4,2.1,"no mention of bikes, bike storage, or cycling amenities anywhere on the site","Ocean Mist Guesthouse is a craftsman-style owner-operated property near the tip of the Ucluelet peninsula offering two self-contained private suites — the ground-floor Blue Heron Room and the second-storey Uncle John Room. Each suite features a kitchenette, private ensuite, covered cedar deck, and dedicated exterior entrance, making it well suited for a quiet, self-sufficient coastal stay. The property sits a five-minute walk from the Wild Pacific Trail Lighthouse Loop and roughly fifteen minutes from Pacific Rim National Park's Long Beach unit."
2b25c0e916,Pot Empire,Food & Drink,Restaurant,Burnaby,"Vancouver, Coast and Mountains",49.2271784,-122.994952,welcoming,https://www.instagram.com/pot_empire_/,"4877 Kingsway, Burnaby",Upscale,Buy BC (independent),1,,,n5570346973,osm,ChIJAXmnt4N3hlQRMz0NkdlYYK8,0.0,Chinese hotpot restaurant on Kingsway in Burnaby,"Pot Empire is a Chinese hotpot restaurant on Kingsway in Burnaby, offering the communal hot-pot dining style popular in Chinese cuisine. Located on a busy arterial road with transit and commercial amenities nearby, it sits along a corridor cycling tourists may pass through when travelling east-west across Burnaby. Hotpot restaurants typically offer a sit-down, customizable meal experience where diners cook ingredients in a simmering broth at the table."
2b26dee866,Pendray Inn,Accommodation,Hotel / Motel,Victoria,Vancouver Island,48.4218649,-123.3752557,info,https://www.pendrayinnandteahouse.com/,"309 Belleville Street, Victoria, BC",Upscale,Buy BC (independent),2,,,w136795940,osm,ChIJnbDTGAJ1j1QRf6MPOCi_M7k,1.0,stately Queen Anne mansion originally built in 1897 for industrialist William Joseph Pendray,"Pendray Inn & Tea House occupies a stately Queen Anne mansion originally built in 1897 for industrialist William Joseph Pendray, making it one of Victoria's most historically distinctive hotels. The property sits steps from the Inner Harbour and Fisherman's Wharf, and is anchored by a signature Tea House serving Afternoon Tea, Scottish High Tea, and Traditional Sunday Roast Dinners. Rooms are individually appointed with heritage furnishings and named for figures in the mansion's history, offering an upscale immersion in the Victorian era."
2b28bb9a55,7-Eleven,Groceries,Convenience Store,Cranbrook,Kootenay Rockies,49.5142679,-115.7541658,info,https://stores.7-eleven.ca/store/32368,,,Global chain,,,,w851965702,chain,,,,
2b2a0c6664,Subway,Food & Drink,Fast Food / Chain,Abbotsford,"Vancouver, Coast and Mountains",49.0493869,-122.3387758,welcoming,https://w.subway.com/en-ca,,Cheap eats,Global chain,,,,n2650770138,chain,ChIJCXlbXEw1hFQRZLRZ-oBKdos,0.0,,
2b2c9f2e7e,The Blue Parrot Coffee,Food & Drink,Café / Coffee,Vancouver,"Vancouver, Coast and Mountains",49.2729649,-123.134873,welcoming,https://blueparrotcoffee.com/,"1689 Johnston Street, Vancouver, BC V6H 3R9",Cheap eats,Buy BC (independent),2,,,n1151315893,osm,,,Founded in 1979...family-owned café tucked inside the Granville Island Public Market...natural rest stop on one of Vancouver's most popular cycling corridors,"Founded in 1979 and named after the rival bar in Casablanca, The Blue Parrot Coffee is a family-owned café tucked inside the Granville Island Public Market, offering what many consider the best espresso in Metro Vancouver using Italian La Cimbali machines. The Granville Island location boasts a spectacular vantage point with views of the mountains, ocean, and downtown Vancouver — a natural rest stop on one of Vancouver's most popular cycling corridors. The business operates as a certified 'Beyond Green™' enterprise, prioritizing eco-friendly practices and organic coffees."
2b3564e714,Fox and Oak,Food & Drink,Fast Food / Chain,Squamish,"Vancouver, Coast and Mountains",49.6966852,-123.1552572,welcoming,https://foxandoak.ca,"1396 Main Street, Squamish, BC",Cheap eats,Buy BC (independent),1,,,n10717302059,osm,,,gateway to some of BC's most popular mountain biking and road cycling routes,"Fox & Oak is a community coffee and bakehouse in downtown Squamish specializing in hand-crafted, naturally leavened doughnuts and specialty coffees. The focus on artisan techniques and natural leavening sets it apart from typical donut shops. Situated on Main Street at the gateway to some of BC's most popular mountain biking and road cycling routes, it makes a natural stop for cyclists passing through Squamish."
2b39586f45,Conrad Kain's Kitchen + Grill & Asia Nova Lounge,Food & Drink,Restaurant,Radium Hot Springs,Kootenay Rockies,50.6219805,-116.0727714,info,https://conradskitchendonagave.com/,"7493 Main St W, Radium Hot Springs, BC V0A 1M0",Casual,Buy BC (independent),1,,,n5020194130,osm,,,named after the legendary local mountaineer and alpine guide... 'delicious museum'... seasonal outdoor patio overlooks the Columbia Valley,"Conrad Kain's Kitchen + Grill is a full-service restaurant in Radium Hot Springs named after the legendary local mountaineer and alpine guide, featuring a small tribute described as a 'delicious museum.' Located next to Prestige Radium Hot Springs Resort, the restaurant offers a wide-ranging menu of breakfasts, burgers, steaks, pastas, and pizzas using fresh and homemade ingredients. A seasonal outdoor patio overlooks the Columbia Valley, and the venue also hosts group events and corporate meetings."
